review_body,review_date
"We have stayed with the HIlton Hawaiian Village a couple times now and it's become our go to when visiting Honolulu. We have stayed in the Tapa Tower and the Ali'l Tower and both have been amazing. Very clean, comfortable rooms with excellent views. There are a number of pools that one can swim in all over the resort (with a exclusive pool only for those that stay in the Ali'i Tower) and the BEACH!!! Beautiful sandy beach with no rocks to step on as you wade out into the water. The beach is busy but hey.... it's Waikiki Beach. If you're expecting to sit on the beach, etc with no one around you're visiting the wrong island. Or wait until 10pm ish :)","July 22, 2019"
"We stayed in the Ali’i Tower with our two kids for our anniversary. When we first got to the Hilton, we pulled up to the check in area and it looked super hectic. There were long lines to check in around 1PM, but the bellhop was great and efficiently gathered our luggage and was somehow able to bring it to our room despite the chaos.We parked our car in the lot across from the Kalia Tower ($45 night) and walked over to the Ali’i Tower to check in. It felt a bit like a boutique hotel with a much quieter check in area compared to the main lobby. Gary was very helpful and we were upgraded to an ocean view room (booked a partial ocean view). The Ali'i Tower feels like a boutique hotel in the middle of the Hilton. The room was more upscale and I loved the toiletries. We also took advantage of the coffee and hot chocolate pods. The maid did a great job with cleaning the room and refreshing all of the pods, water, and toiletries. The Hilton is rather crowded since there are so many towers, but the pools didn't feel too crowded. I was able to find a chair near the pool, albeit it was in the blistering sun. We did the stand up paddle board in the quiet lagoon, which the kids enjoyed. There were various happy hours throughout the property, so we were able to save a little money here and there. Overall, it was a great stay, though it didn't feel very Hawaiian. It was perfect for our kids, but I was glad to split our time between here and Ko Olina. ","July 20, 2019"
"Room 1012 overlooks the beach and adjoining park. The room provides sufficient storage and closet space. The bathroom is sectioned into 3 separate areas. The vanity and closet area includes lower shelves for one's toiletries. Personally, I think the bathtub should have been eliminated in the most recent upgrade. A dedicated shower would work better in the space. The lobby is small compared to the number of rooms in the property. The workout facility off the second floor pool area is very small. According to my recollection, there are 3 treadmills, maybe one eliptical, some free weights and an exercise ball. Space to use the ball is tiny. Literally, I have experienced larger and better equipped facilities at Hilton Garden Inns and Marriott Courtyards. The staff were friendly. Housekeeping made our room up in the morning every day. We do tip generously in cash, which seems to endear us to housekeeping wherever we stay. I must add that there was no evidence that our balcony area was cleaned.As soon as one leaves the Ali I tower, thousands of people jam the walkways. The landscaping is lovely, but difficult to enjoy in the crush.Many families stayed in the tower and the screaming, crying and racing in the halls by the children was tiresome. Given the size of the property, setting aside a floor or two for adults only might be a winning idea. We won't return because of the noise issue.","July 20, 2019"
We stayed in a two bedroom in the Lagoon Tower. Great location - close to Ala Moana shopping and the beach. Lots of pools to choose from - we loved to get away to the over 18 pool for some peace and quiet. IHOP across the road. Good pizza place on site. And only 10 minute walk to Waikiki main strip of shops and eateries. This is a great location for families and with a full kitchen in the unit we were able to self- cater breakfasts and lunches. Hint - ocean view is not the same as ocean front view! We have a nice side view with our ocean view room but we stayed ocean front last time and that was definitely preferable. The Lagoon Tower is my pick in the village - away from the hustle and bustle of the main pool and shops etc.,"July 20, 2019"
"I stayed in both the Ali'i and Tapa Towers. The room in the Ali,i was alright but had a problem with the doorbell system. Tapa tower room was old and had a broken ironing board. I have stayed at this hotel since 1992 and it seems that some of it's qualities have been reduced. There was no real benefit to staying in Ali'i as it used to be for the value. Parking was $52 dollars for valet services. I was not as impressed as I had been staying there. All that said, I was glad to see friends that I have known since the early '90s still there and that made for a pleasant experience as I was able to catch up with the Hilton as it is today from their perspective.","July 20, 2019"
"When we arrive, there was a huge line for check in but fortunately with Hilton Honors check in was way faster. We stayed in the Kalia Tower - room was smaller than normal and a bit outdated,housekeeping did not come daily,fridge was located in the bathroom which was odd.the queen beds were more of a full size bed.The resort did not have much dining options that were reasonable price.One night electricity went out and dining/shopping establishments had to close which was inconvenient.","July 20, 2019"
Large portions. Rather expensive and for me not worth the price. We shared the bowls which was allowed. Nice friendly staff and good service. Clean facility but the music was rather loud and over the top.,"July 20, 2019"
"Stayed four nights, and our impressions are not that great. We were grateful to get an early check in but that was the only highlight. Staff were so offhand. No greeting, very slow service everywhere apart from Tropics. My husband broke his toe and when I asked the front desk to borrow scissors to cut his bandage I was told ‘no, they’re my scissors and I need them’ even though I explained why I needed to borrow them. No offer to source some, just a shut down. Your staff are letting you down Hilton. A smile and a friendly greeting from people who expect to be tipped should not be difficult. Everyone else in Hawaii seems to be able to manage it.","July 20, 2019"
While this hotel is well positioned right on the beach it is not the best serviceChecking in at 3.30PM took over 45 minutes of standing in line and at the counter. Some people had stood in line for over an hour they said. There is just too many people for the counters Very poor and frustrating Our room in Tapa Tower wasn't well cleaned with dirt on the floor including a hair pin and sand The room is getting dated and a bit dingy By the time we got down to the beach the first day nearing 5PM the beach stand was closing down so no beach towels to be had The chairs were already packed up so an evening paddle after our 10 hour flight wasn't to be had even tho the sun was up for another 3 hours ..Overall this large complex is too big too crowded and to expensive and not worth it!!,"July 19, 2019"
"We stayed here for 6 nights, in the Tapa Tower. For the same room rate, friends got the Ali’i Tower, with restaurant priority - we’re all Gold Honours members, how come we got the scruffy tower?!!The site is huge. The location is lovely, beautiful beach, very clean. But they charge you around $50 a day to hire a chair and umbrella. There’s absolutely no shade, so you NEED an umbrella. The pools are pretty crowded too, and again, no umbrellas. What IS this problem with umbrellas? It’s a safety issue, guys, not a luxury. No adult pool, so all pools full of screaming kids.There are plenty of food outlets, and the Tropic is good value. Prices are very high, but Hawaii is expensive, unless you go where the locals eat.The shops are interesting, good variety, but again expensive, except for ABC, which was a lifesaver.Staff were not particularly helpful unless they were trying to sell you something. Then you had to shake them off your ankles, they would NOT let go.We were entitled to $20 off our food bill each day, as Gold Honours members. Got the bill, no discount. We weren’t letting that one go. If it took 2 hours standing in line, we were getting that discount. Which we did, immediately, when we queried it, but we were left with the feeling that the Management hoped we wouldn’t notice and would go for express checkout because of the long lines.To be fair, the hotel is obviously popular with a lot of people, it just wasn’t our type of place. But if you’re going to charge premium rates, you should provide premium service.","July 19, 2019"
"This hotel has an amazing location. I will give it that. Like other reviews, I found the rooms to be outdated and dingy. There was paint chipped off the walls from our 12th floor Rainbow tower room. I mean, really? I'm talking big chunks of paint. Not a deal breaker, but it certainly lowered the quality. The carpet is worn and the bathroom shower needs some attention. We stayed at 3 different properties during our stay in Hawaii and this was our least favorite and least Hawaiian feeling. It just felt like another hotel and was nothing special. Also the entire complex is a zoo. We kind of expected that, but just be warned. With it being right on the beach in Waikiki you can't beat it the location, but just expect less and prepare for crowds.","July 19, 2019"
"The Village was a perfect location for my family, beautiful stretch of beach, multiple pools to choose from, nice variety of restaurants, & wonderful shops. It was crowded but I really only felt it when using the elevators at certain times of the day and when events ended (fireworks, luau). We were fortunate to stay in the Tapa Tower (corner suite 1229) where we watched the fireworks show in privacy! We also saw the most amazing full rainbow one morning. We chose a different luau (Paradise Cove) as sitting on a rooftop was not appealing to us. However, it would have been more convenient as Paradise Cove is pretty far from the Village and took 5 hours of our time. I highly recommend CJ’s for breakfast, shaved ice at the Wiki Wiki, and lunch or dinner at Tropics on the beach. Sushi at Hatsumara was pretty good and it was nice to get take-out pizza from Round Table. The wait times for restaurants was reasonable, no more than 15 minutes. Meal prices are pretty high but I suppose average for Hawaii. There are some off site eateries within walking distance but I did see long lines. Honestly I’d rather pay a little more and not have to deal with long lines in the heat and humidity. One really doesn’t have to leave the resort! Service throughout the resort was wonderful, super friendly staff. Fees for extras was a little high...especially beach chairs and umbrellas ($18/$34 each) Make sure you plan for at least a 1/2 day at the beach to get your money’s worth. Pools are pretty crowded but we always managed to find a spot to lay out. We used the on site National Car Rental one day, but booked prior to arrival. Our vehicle was ready and waiting for us as requested. We opted for an alternate airport shuttle (Hawaii23) over Speedi’s based on previous reviews. Hawaii23 was awesome, on time, friendly driver, private transport, and flat rate ($37 for 4 people). We also used the on site medical clinic as my husband felt ill. Great service here as well. Just had to get Rx filled at a nearby pharmacy. Overall, I highly recommend the Village for families, our 2 teenagers had an incredible time...especially parasailing with Hawaiian Parasail (a short walk around the Lagoon). They are not affiliated with the Village but also provided excellent service. Mahalo!","July 19, 2019"
"we are in the middle of our stay and things we have noticed so far: nice location near beach and shopping, restaurants. there are people everywhere- it is literally a zoo. so so crowded. prob one of the most touristy places i have ever stayed (i am attending a conference here). walls are thin- we hear all kinds of knocks and bangs and housekeeping things. the rooms are super outdated. the outside is dirty too. our ""ocean view"" room is more like a partially obstructed partial ocean view room. we are mostly looking at dirty old buildings. the air conditioning in the room is super weak. does not make for a comfortable sleep. and prob similar to alot of touristy places, everything is overpriced, cant get an omelette for less than $20. self parking is $45 per day or $52 valet!! PER DAY! not to mention the outrageous ""resort fee"" -- what does this get us anyway??","July 18, 2019"
"Right off the start we were impressed with the hospitality of the staff of the hotel. Rita at the front desk checked us in and she went above and beyond. She was a joy to work with and is an asset to the hotel. Our room was nice and the view was amazing. Mountains to one side and the beach to the other. We ate at two of the restaurants, Tropics and The Rainbow Lanai. Tropics was good. The Rainbow Lanai breakfast buffet was pricy but it was wonderful and again we were impressed by the hospitality of the staff. Our server, Isabel, again went above and beyond what we expected! We also were able to spend some time speaking with her manager, Kathy, who suggested some local markets to visit. Both of these team members were amazing. During our entire stay we never encounter a team member who was rude. The down side of this hotel was the crowds. It was impossible to enjoy the pool. The beach was better.","July 18, 2019"
This is a lovely property right on Waikiki. The rooms are darling. The only thing missing was a microwave oven. The check in process also needs to be improved as you’re shuffled around from one line to another and then must wait again for the room to be ready. ,"July 18, 2019"
"We traveled from california to visit Oahu with the family and found the hilton to be very accommodating.. I am a silver honors member and was not anticipating anything other than common courtesy and an enjoyable vacation with the children.. the ambience is lively and somewhat hectic.. however the pools were lovely, the beach very clean and a great lagoon with rentals... our room had 3 double beds and a queen sofa sleeper... older, but nice and clean in the Tapa tower..The food was resort priced, no more or less than any other vacation resort that I have stayed in..I am an airline employee and have been to many destinations and feel that the hilton hawaiian suited the family’s needs...Please do something about the pool towel check in and out!!!! very very silly and confusing especially when the pool towel return stands close before the pools!!! mahalo for a fun vacation","July 17, 2019"
"Very crowded and way overpriced on what you ge, he you still have to pay for $50 resort fee and $45 per day parking ... it's like a zoo... kids and people everywhere. Not the place you can relax in. I would never stay here again and I'm a diamond member. $40 for breakfast buffet lol","July 17, 2019"
"If you're looking for a relaxing quiet hotel this is probably not the place for you. Housekeepers are very loud, very early in the morning. The beds are also very uncomfortable. We booked a beach view room and upon checking upgraded $55 extra a night to a suite in the Rainbow Tower. However it was NOT a suite and was a small basic room facing the Lagoon instead of the beach. If we weren't so tired we would've complained and changed. The walls are very thin and the people next door to us played very loud music. Expensive trip and not as a great as it could have been. The pools are beautiful and the distance to the beach walking is great. ","July 17, 2019"
"bit crowded with too many people but not bad.. on the beach, lot of things to do... staff should be bit more nicer... they are bit sarcastic all the time... i will not go there again as there is so much more to explore","July 17, 2019"
"Our family of 4 enjoyed this resort for 5 nights. I loved having the beach access right there. My son and I signed up to take surfing lessons at the beach side kiosk and the lessons were conveniently located at the beach in front of the hotel. The instructors were amazing and we had an incredible experience! I would do it again in a heartbeat! Our room was clean and nice. The patio needed some cleaning due to the birds who like to perch and poo. But we could see the beach and pools from our room. The pools were nice, but we didn't really use them because of how many kids were swimming there and the beach was better. We loved the convenience of the stores and shops located on the resort. Valet parking was great too! Customer service was excellent all around. I would stay here again!","July 16, 2019"
"The kokua we received right from check in was great. The line was super long but staff came right to us and pre checked us in while we were in the line. We didn't even have to wait THAT long. Valet was great the entire time. We understand the craziness and the traffic in/outgoing so it wasn't a problem waiting a couple minutes everytime we needed the car. Having little shops here and there, dairy queen, starbucks, lots of restaurants catering to different ethnicities was awesome!!. Catching a glimpse of the tahitian dancing was great!. The last bang of the drum set off the firework show on Friday. We hugged really tight while watching the firework show. our family had an amazing stay for a few days. My baby cried her eyes out on check out day. lol. had to negotiate a date of return with her to keep her quiet. lol. Be back soon Hilton!. Mahalo for the wonderful stay!. Being the only Hawaiian/Samoan Ohana there I must say was different. But it was worth it!. Mahalo! We'll be a hop skip and jump away on the Big Island.-Aloha!","July 16, 2019"
"HHV is a huge Resort that is nestled within Waikiki…but it seems very secluded. It’s really a place that is self-sufficient and if you wanted to, you could stay the whole time and never leave the resort. We did leave and walk to dinner one night in Waikiki. But, most of the time we stayed within the resort. There are plenty of shops, restaurants, pool, and beach options available if you did not want to leave. The history of the resort is really unique. Spend some time reading over the history and famous guests - there is a timeline in the main hallway of the Tapa Tower. We are Hilton Gold members but knew ahead of time that we would not be upgraded. It was fine. Normally, we are upgraded but we were there 4th of July and understood that upgrades or late check-out would not be possible, they were at full capacity. That also meant, unfortunately, that the pool areas were really impacted. No loungers available, etc. But, we expected as much. It’s one of their busiest times, probably the only other week similar would be Christmas. They could improve the situation by monitoring towels left on loungers for multiple hours. I did not see anybody really monitoring this. Overall though, it was a nice stay. ","July 16, 2019"
"Reality is my husband put in the right dates, wrong month. Our fault. Hilton customer service assured us we would be seen right. Apparently not. The Reservations manager was not keen to cut a deal even though they had pocketed our money from a no show and we had arrived without accommodation. In fact the price offered was $200 more than what we had previously paid. Not cool, in fact it goes against how the Hilton’s customer service team portrayed themselves. Make sure you triple check because there’s no kindness with this lot. Needless to say we booked elsewhere.","July 16, 2019"
"We are fortunate enough to be Diamond members of Hilton, but this frankly means nothing at this hotel. The location is great, based between the mall and the main strip, the facilities are fine, however that is the end of the good stuff. The communication prior to our trip was terrible (the hotel just doesn't respond to emails very well, if at all), the check in was a mess (we ended up having to wait till 9pm for one of our rooms), they also incorrectly billed me too much twice and then even charged me for beach towels (even though we had left the cards in the room at the instruction of the front desk). All of the billing errors were sorted out, however it was a mess. The staff at the front desk are all good, but the management should be ashamed of the service. I can only think that the hotel is so full/profitable that they simply don't care about their customers.","July 15, 2019"
We decided to book 5 rooms for a family reunion and our stay was okay the hotel has a lot of wear on it and the hotel is very busy so the service is slow. The location is great but just be prepared for the service. As a diamond member they said they dont offer 4pm check out unless you pay $175 doesn’t matter about availability 3 front desk agents told me this which is ridiculous and Hilton shouldn’t allow this policy. They only offer $20 of breakfast but with the prices of food that is not even 1/2 a meal. This is not the kind of benefits a Hilton Honor member expects so I would find another hilton hotel. ,"July 15, 2019"
"Location, room, & housekeeper was excellent! Check-in desk staff & text responses from Hilton reps that they initiate to guests need a LOT of work!! For business travelers their check-out invoice is confusing...4 separate taxes PER DAY with no distinction btwn any. Translation, claim for reimbusement will immediately be rejected by corporate travel auditors until details ie. differences are provided. Easily cleared up by a call but can be avoided altogether if they'd just detail the itemization appropriately, ie. city tax, resort tax etc.","July 15, 2019"
"LOCATION: This massive hotel - it is eight separate towers - is located in the heart of Waikiki along the beach. GETTING THERE: The hotel is about 20 miles from Daniel Inouye International Airport, and driving directions can be found on the hotel website. Although my wife and I did not drive to the Hawaiian Village, parking is $43/day or $50/day for valet service.There are two companies that have contracts with the hotel to provide shuttle service: Speedi Shuttle and Charley’s Taxi. I would recommend using Charley’s Taxi. My wife and I took Speedi Shuttle to the hotel. Our plane had arrived late, and while we had a nice greeting from the person who met us (including giving us each a lei), the fact that this is a shared service meant we had to wait for 10 minutes for another couple to arrive. (They never showed.) Charley’s Taxi, which we took back to the airport, is not shared. Furthermore, there was a price difference, albeit a small one: $32 flat rate for Speedi Shuttle for my wife and me; $29 flat rate for Charley’s Taxi. STAFF: To stay the staff here is amazing would be an understatement. Everyone was incredibly helpful. I cannot say enough about Lorry, Jackie, and Rowel, who assisted us with our rooms and our checkout. The concierge in the Ail’l building gave us all kinds of information about the area. How housekeeping is able to keep the buildings spotless with so many people tracking water or sand around is a testament to their hard work. I think it also important to recognize the groundskeeping staff, who maintain acres of beautiful plants and water features. ROOMS: The rooms are what one would expect from a Hilton resort, meaning they are wonderful. On our first night, my wife and I stayed in the Tapa building. Our room had two double beds, flat-screen TV, desk, large shower, and a mini-fridge. We also got a partial view of the beach. Because of our status with Hilton Honors, we were moved for our second and third nights to the Ail’l building, which appears to be newer. The room was more modern looking than that in the Tapa building, and we had a full view of the beach.  FACILITIES: Where to begin? This hotel has several pools and at least two fitness centers, one of which is open 24 hours. (The Ail’l building has its own pool and fitness room.) The beach is next to the hotel. There are daily classes that include yoga, aerobics, and ukelele lessons, among other activities; twice a week there are movie nights, and every Friday there is a fireworks show. Additionally, the hotel offers (for a fee) a luau five days a week, or one can take (again, for a fee) a ride on a submarine. (For activities, see the schedule that is available in your room, or get a copy from the concierge.) The village offers about 90 restaurants, eateries, and shops. Simply put, there is a lot to do. INTERNET ACCESS: Internet in the rooms is free. THE AREA: Waikiki offers numerous places to shop and eat. The Hilton Village is within walking distance of Kalakaua Avenue, where one can find a large array of high-end shops and all kinds of restaurants. Also within walking distance is the Honolulu Zoo. NOTE: The hotel charges a $40 resort fee each night, which covers such amenities as internet, the movie nights, and the daily classes. This was my first time visiting Hawaii and my wife's second. We were unable to stay longer because of my work, but suffice it to say that we intend to return to Hawaii, and to stay once again at the Hilton Hawaiian Village.","July 15, 2019"
"We loved almost everything about our stay. Unlike some reviews posted, our check-in was almost seamless. Oh the person working could have been a bit more friendly, but she was efficient and took care of our needs. She gave us a map of the large property and explained how best to reach our room in the Diamond Head Tower. I might mention here that there were multiple elevators for this tower and our wait times throughout our three day pre-cruise stay were never lengthy. Our room was spacious, clean, and we had a great view of the resort and beach from our balcony; we watched the 4th of July fireworks from it! We were happy with all of our dining choices in the resort. We ate at four different spots. We found all of the shops/stores to be well-stocked and to have friendly employees. The beach is clean and towels readily available. The view of famed Diamond Head is unbeatable as one enjoys a nice swim. The lagoon is unique and attractive. We booked 2 tours working with Amy Wu at the Tours/Activities desk. She was great! We were pleased with her friendly demeanor, knowledge, and efficiency. IF we ever return to Hawaii we will probably stay here again.","July 15, 2019"
"Too Big, too loud, too American.Took four hours to get our group in their rooms with their luggage. Staff unfriendly and unhelpful. Service poor - but they still had their hand out for a tip.The rooms were OK, but for the price it was a sad way to end a wonderful family holiday on Oahu. Definitely not again","July 14, 2019"
"From the hotel location, to the many options right at the hotel was enough to make you feel like you were in heaven. I had the pleasure to do the Catamaran tour right off the hotel beach and it was incredible. The view was spectacular and the crew was unbelievable. I highly recommend this excursion!","July 14, 2019"
"I'm actually writing this review while I'm at the resort. I have been here 1 day and it has been horrible! Check in was ridiculous! It took 2 hours. The resort fees are outrageous! They advertise all the benefits you get but the only thing actually included is the same thing you get at every hotel for free. ALL the activities and amenities have extra fees to participate. Also, this hotel and surrounding area is not very well cared for. The only plus is that the staff here has been pretty friendly and the food has been good. I don't reccomend this hotel, so far it's been a total rip off.","July 13, 2019"
"We loved everything from the moment we arrived. The scenery was breathtaking, and our rooms view was to die for! All a dream come true! The luau was incredible and loved every moment and even the fact got to be part of the show!! My husband and I loved it so much we can’t wait to go back!","July 13, 2019"
"Trying to find a chair at the pool is hell. Start having individuals being on the lookout for people who just put their towels on a chair and just leave. I noticed this on multiple occasions and it just continues to happen. Prices at the beach are absurd. $18 to rent a chair and $34 to rent an umbrella. Talk about taking advantage of your guests. And if it’s an outside company, get rid of them and hire someone else. ","July 13, 2019"
"The Rainbow tower rooms have a great view and the beach is perfect outside of the hotel. Plenty of amenities in the area, but can be a little crowded. I think that all of Waikiki is crowded though in the summer.","July 13, 2019"
"The property is very beautiful but the rooms need updating. The bed was hard, super small fridge, no microwave, and small bathroom. Paid for ocean side $400.00 a night and should have been called super pool side. Got a run around wanting a better room. Will spend my money elsewhere next time. ","July 11, 2019"
"Hilton Waikiki Village is a very big resort, and very crowded as well. We stayed in Ali’s tower, the only building with its own reception counter. If you stay in other towers, there will be long line in front of the counter waiting for you.Not too bad for families with kids. However, for those who are seeking for relaxing and luxurious vacation experience, just skip it.The Bali steakhouse is pretty good, though some waitresses in Tropics restaurant are awful. One even tried to cheat us on the bills.","July 11, 2019"
"The main reason we stayed at the Hilton Hawaiian Village was to avoid the traffic and enjoy the fireworks show. The check-in process was smooth and the receptionist was very helpful in explaining everything that was available over the long weekend.We also dined at Fresco Italian Restaurant with 2 other guests. However, the reservation was made for the following day but the maitre d was very understanding and helpful. Best of all our server was cheerful and vibrant, which made our dinner that much more enjoyable..","July 10, 2019"
"Not sure why entices me about this property, but I've stayed here on two of my three trips to Honolulu. I'll be staying again on my next visit. My most recent trip had me in a corner room in the Rainbow Tower. Doesnt' get much better! View of the beach and Hilton Head, plus the fireworks on Friday night. My room was huge and very clean. I had plenty of closet space. I'll agree with the comments about the crowds. My flight arrived late in the evening and the lobby was deserted. But the following morning was a little chaotic. I love all the shopping options available. There are two ABC stores on the property. I had the chance to do some last minute shopping while not leaving the property. They have some wonderful entertainment onsite. The beach and the lagoon are both spectacular. Breakfast is really good also with fresh made eggs and omelets without much of a wait. I have no complaints from my recent visit. It's Hawaii - I expect the crowds. They have a video box near the elevators and you are allowed to have one movie checked out. This would be great in the event of a rainy day. They also had a desk where you could create your own flip flops. Wish I'd had time for that....next time!","July 10, 2019"
Just wrapped up a two night stay at the Hilton Hawaiian Village in Oahu.This is our fifth time at this resort and marks a family tradition that whenever we come to Hawaii we stay here for a few nights before we head back to the mainland.Although the resort is very large and crowded if you stay in the Alli tower like we do you feel like you are in an oasis in this giant resort.As crowded as this resort is the staff is super friendly service is very good in all the bars and restaurants and the views are amazing of diamond head and Waikiki.I will continue to come to this resort and continue the family resort tradition in years to come.Aloha and Mahlo Hilton Hawaiian Village,"July 9, 2019"
